ISBN,Título,Resumo,Imagem_Lisboa,Autor_Beja,Publicacao_Beja,Colecao_Beja,Assuntos_Beja,CDU_Beja
978-972-0-03619-3,A torneira,"Em cenário urbano, uma brincadeira de crianças num espaço abandonado gera uma torrente de água, vinda do céu, só sustida quando um dos rapazes vai fechar a torneira que estava no casebre. O ritmo vivo que o autor imprime à narrativa e o discurso com permanentes registos de oralidade dão indiscutível qualidade literária a esta obra.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=558606&img=70574&res=100&thb=1&pag=1,"Carvalho, Mário de, 1944-;Pratt, Pierre, 1962-, il.","Porto : Porto, 2023",,Literatura Portuguesa,087.5(5-10)
978-84-18972-24-9,"Obrigado, mãe Terra!","Neste livro desdobrável inscreve-se a saudação à vida da tradição indígena iroquesa, associando a cada momento textual um contexto de ilustração. Com a técnica profusamente vibrante e pormenorizada de Vanina Starkoff a leitura do livro torna-se mais acessível e com uma dimensão estética que valoriza a relação com a matéria. Trata-se de um discurso representativo de uma identidade coletiva minoritária.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=558737&img=72676&res=100&thb=1&pag=1,"Starkoff, Vanina, 1981-;Sacramento, Catarina, 1977-, trad.","Barcelona : Akiara Books, 2022",Akipoeta ; 6,Literatura Argentina,087.5(5-10)
978-989-623-834-6,Quem mora cá dentro?,"Este livro ajuda-nos a conhecer o cérebro: a sua anatomia, o seu funcionamento e a forma como se relaciona com o nosso corpo e o mundo à nossa volta. Ficamos a conhecer os elementos que compõem o nosso cérebro, os diferentes tipos de células e o seu funcionamento, a função de neurotransmissores e como funcionam, as diferentes partes do cérebro, sua evolução e funções que cada uma desempenha. A relação entre o cérebro e o resto do nosso corpo, desde funções involuntárias como respirar e voluntárias como correr, à recepção e processamento de dados dos nossos sentidos e formação de emoções e memórias são explicados de forma simples, dando uma imagem clara do funcionamento deste órgão tão fascinante e complexo.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=558931&img=68209&res=100&thb=1&pag=1,"Turconi, Marcello;Agliardi, Allegra, il.;Fonseca, Ana Rita, trad.","Lisboa : Lilliput, 2023",,Cérebro Humano,087.5:612.82
978-989-784-769-1,Era uma vez o 25 de Abril,"O 25 de Abril contado aos jovens, por alguém que o viveu com alegria e espanto. Uma versão animada, acessível e dinâmica desse pedaço de história portuguesa, com muitas imagens, cartazes e manchetes da altura.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=559019&img=68911&res=100&thb=1&pag=1,"Fanha, José, 1951-","Lisboa : Nuvem de Tinta, 2023",,25 de Abril de 1974,087.5:323.2
978-989-8725-26-4,A menina que queria escrever histórias,"A Joana queria contar as suas histórias. Mas, quando se sentava para escrever, nada acontecia. Logo ela, que desde tão pequena passava os dias a inventar personagens e peripécias. Logo ela, que esperava ansiosamente por conhecer as letras e as palavras. Como é que, depois de tudo isto, as histórias não lhe saíam do corpo e da imaginação?[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=559122&img=68239&res=100&thb=1&pag=1,"Araújo, Rosário Alçada, 1973-;Cortez, Teresa, 1981-, il.","Lisboa : Associação para a Promoção Cultural da Criança, 2022",,Leitores fluentes,087.5(5-10)
978-989-623-839-1,Todos contam,"Neste álbum o número de pessoas vai-se acumulando de página para página. Se observarmos com atenção, começamos a reconhecer personagens que transitam de situação em situação. O texto que acompanha cada quadro dá pistas de leitura para as imagens que se revelam parte de uma narrativa maior. Muito aberta, esta narrativa constrói-se de emoções e contextos quotidianos a par de questões filosóficas e existenciais. Todos contam parte de um princípio informativo e surpreende pelo sentido filosófico.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=559551&img=68939&res=100&thb=1&pag=1,"Kristin, Roskifte, 1975-;Reis, João, 1985-, trad.","Lisboa : Lilliput, 2023",,Literatura Norueguesa,087.5(5-10)
978-84-18972-39-3,Vamos à praia,"Um livro, sem palavras, com ilustrações bucólicas que nos transporta para o prazer da brincadeira e do desfrutar da natureza, sem pressas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=560857&img=68914&res=100&thb=1&pag=1,"Fabregat, Verónica, 1978-","Barcelona : Akiara Books, 2023",Akimira ; 2,Literatura Espanhola,087.5(5-10)
978-989-53944-4-9,Dentes de leão,"Um livro de “microcontos” em que cada página é uma história, devidamente acompanhado por uma ilustração. São contos simples, rápidos e acessíveis para os mais novos.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=561479&img=69188&res=100&thb=1&pag=1,"Ribeiro, João Manuel, 1968-;Oliveira, Soraia, 1992-, il.","Porto : Trinta por uma linha, 2023",,Literatura Portuguesa,087.5(5-10)
978-989-54051-5-2,Histórias da Maria-dos-Olhos-Grandes e do Zé Pimpão,"Maria-dos-olhos-grandes, que “tinha uns olhos grandes grandes que pareciam azeitonas”, e o seu amigo Zé Pimpão, que era:“muito giro muito vivo, moço da rua e da gente, era um amigo a valer” A Maria vive do lado do mundo mais bonito, com jardim, flores e prédios altos. O Zé Pimpão vive no lado triste, onde as casas são mais que modestas, pobres, muito pobres, e onde os brinquedos são pedras. Um dia... tudo se transforma num mundo melhor.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=478392&img=48278&res=150&thb=1&pag=1,"Glória, Jorge Canuto 1939-;Correia, Rita, 1977-, il.","Lisboa : The Poets and Dragons Society, 2019",Coelhinho branco ; 1,Literatura Portuguesa,087.5(5-10)
978-989-53146-4-5,Espreita pela janela,"Construído como uma espécie de jogo em que o leitor, através de uma janela, é convidado a antecipar o que se passa no interior das diferentes casas que o livro o leva a visitar, este livro explora o efeito surpresa de algumas expectativas goradas, brincando com o universo das personagens tipificadas dos contos tradicionais. Com humor e graça, o livro ajuda no desenvolvimento de competências de leitura, através do processo de antecipação narrativa.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=534703&img=61717&res=100&thb=1&pag=1,"Gorelik, Katerina, 1980-;Serafim, Jorge, 1971-, trad.","[S.l.] : The Poets and Dragons, 2021",,Leitores iniciais,087.5(5-10)
978-989-8879-57-8,O lobo em cuecas,"Todos têm medo do lobo. Dos seus olhos assustadores, dos seus uivos e dos seus dentes afiados. Um dia, o lobo desce à floresta e leva os habitantes a questionar alguns boatos e crenças, dando cabo do negócio dos que lucravam com o medo instalado. Fica, no entanto, por explicar onde estão os três porquinhos que desapareceram da floresta... Divertido e surpreendente, o primeiro volume desta série de banda desenhada propõe uma reflexão sobre oportunismo e sobre o modo como rumores e preconceitos semeiam e alimentam o medo do desconhecido.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",,,,,,
978-989-749-170-2,Tartaruga vs Lebre : a desforra,"Depois de perder na célebre corrida com a Tartaruga, a Lebre quer a desforra. Contudo, a vitória não está assegurada e a astúcia da Tartaruga não para de surpreender. Este livro ativa conhecimentos intertextuais relevantes e vai conquistar os leitores com as engenhosas soluções encontradas pela Tartaruga. A articulação entre texto e ilustração requer uma interpretação atenta e conjunta das duas linguagens e talvez os leitores mais perspicazes descubram a estratégia final da Tartaruga antes desta ser revelada à Lebre.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=562389&img=70364&res=100&thb=1&pag=1,"Pintor, David, 1975-;Ferreira, Margarida, trad.","Matosinhos : kalandraka, 2023",Livros para sonhar,Pré-leitores,087.5(0-5)
978-989-9071-58-2,Vinte perguntas,"Este livro-álbum deixa no ar vinte perguntas e não há respostas certas ou erradas. Os leitores são convidados a olhar atentamente para as ilustrações e a dar asas à sua criatividade e imaginação. A leitura promete ser animada e muito divertida, proporcionando discussões intermináveis e, quem sabe, alguma negociação.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=562622&img=70485&res=100&thb=1&pag=1,"Barnett, Mac, 1982-;Robinson, Christian, 1986-, il.","Lisboa : Orfeu Negro, 2023",Orfeu Mini,Literatura Americana,087.5(0-5)
978-989-9061-17-0,"Por exemplo, uma rosa","O nosso mundo está cheio de seres e de objetos diferentes, com características que os aproximam ou afastam, de “coisas”, que podemos ver ou não... E de palavras: as palavras que as nomeiam, as palavras que designam o que elas contêm e as características que possuem. Um livro para descobrir o mundo e explorar diferentes vertentes de “coisas” e palavras que nele existem – ou (ainda) não e talvez venham a existir.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=562623&img=70546&res=100&thb=1&pag=1,"Pessoa, Ana, 1982-;Matoso, Madalena, 1974-, il.","Carcavelos : Planeta Tangerina, 2023",,Literatura Portuguesa,087.5(0-5)
978-989-9071-67-4,Como é que o Pai Natal desce pela chaminé?,Uma pergunta que gera um sem número de outras questões e hipóteses de resposta. Um excelente exercício de imaginação e reflexão que desafia a lógica infantil. A perceção do certo/errado rende-se ao elemento afetivamente essencial - os presentes de Natal que não podem faltar. Ilustração com muita qualidade e em plena articulação com o texto.[Resumo da responsabilidade do Plano Nacional de Leitura 2027],http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=562639&img=70671&res=100&thb=1&pag=1,"Barnett, Mac, 1982-;Klassen, Jon, 1981-, il.;Lopes, Rui, trad.","Lisboa : Orfeu negro, 2023",Orfeu Mini,Literatura Americana,087.5(0-5)
978-989-9068-72-8,"Agostinho, o porco espinho ; Carminho, a porco espinho","O leitor é surpreendido pela estrutura do livro, já que há dois inícios, separados, que conduzem a um final comum às duas narrativas. Trata-se de uma história de amor, onde um aparente defeito dos protagonistas, gerador de respostas desagradáveis, se transforma em espaço de enamoramento. O livro vale pela originalidade da concepção e por uma ilustração expressiva.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=562695&img=70425&res=100&thb=1&pag=1,"Loureiro, Milu","[S.l.] : Alfarroba, 2023",,Estórias sobre sentimentos,087.5(5-10)
978-989-9071-55-1,A caveira : um conto popular tirolês,"Otília atravessa o bosque, fugindo não sabemos de quê. Ao avistar uma casa, resolve ali entrar e depara-se com uma caveira simpática, com quem estabelece uma amizade assente na entreajuda e no prazer da companhia.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=562705&img=70289&res=100&thb=1&pag=1,"Klassen, Jon, 1981-;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2023",Orfeu mini,Literatura Canadiana,087.5(5-10)
978-989-9068-77-3,Além,"A vida arriscada no Circo Galáxia leva a que os artistas falem frequentemente sobre a morte e o que haverá depois. As convicções são muito variadas, baseando-se nas crenças mais populares dos contextos religiosos e culturais em que se inserem estes corajosos animais. O leitor tem assim a possibilidade de contactar com pontos de vista diversos e refletir sobre eles, compreendendo que não existe uma resposta única para uma questão tão complexa. As ilustrações contribuem para o tratamento lúdico do tema sem desconsiderar a expressão visual de cada sugestão, oferecendo também à obra uma relevante dimensão intertextual e multicultural.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=562821&img=70419&res=100&thb=1&pag=1,"Fernández, Silvia;Fernández, David, co-autor;López, Mercè, 1979-, il.;Salgueiro, Andreia, trad.","[Alcochete] : Alfarroba, 2023",,Literatura Espanhola,087.5(5-10)
978-972-21-3189-6,A origem das chuvas,"Abordagem do mito da origem das chuvas protagonizada pela deusa Ombela (chuva, em Umbundu), que faz chover utilizando as suas lágrimas, quer de tristeza quer de alegria.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=562972&img=70427&res=100&thb=1&pag=1,"Ondjaki, pseud.;Caiano, Rachel, 1977-, il.","Alfragide : Caminho, 2022",,Literatura Angolana,087.5(5-10)
978-989-9071-69-8,Feijão e a avó,"Feijão e a Avó foram passear num dia sombrio, junto ao mar. Fizeram corridas e novos amigos. Venceram as dunas e outros perigos. Guardaram as conchas de outra maré vaza... e de corações cheios voltaram para casa. Um poema ilustrado, com as melhores memórias da infância.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=563321&img=74897&res=100&thb=1&pag=1,"Hesse, Karen, 1952-;Voake, Charlotte, 1957-, il.;Berhan, João, trad.","Lisboa : Orfeu Negro, 2023",,Literatura Americana,087.5(5-10)
978-989-9071-66-7,Crescer,"Uma celebração da vida em todos os seus ciclos, transformações e aprendizagens, através do olhar e da voz de uma mulher.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=563323&img=70550&res=100&thb=1&pag=1,"Bourget, Laëtitia, 1976-;Houdart, Emmanuelle, 1967-, il.;Afonso, Maria, 1980-, trad.","Lisboa : Orfeu Negro, 2023",Orfeu Mini,,087.5(5-10)
978-989-9071-68-1,A grande baleia,"Benji Davies regressa com mais um episódio da vida de Noé. Desta vez, a avó conta-lhe uma história para o acalmar numa noite de tempestade e Noé vai descobrir que a ligação da sua família com as baleias começou há muitos anos. Num livro sobre perda e reconstrução e sobre a criação de laços afetivos entre humanos e animais, sobressai a expressividade das ilustrações de Benji Davies, que recriam magistralmente a beleza e intensidade das paisagens costeiras.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=563364&img=70584&res=100&thb=1&pag=1,"Davies, Benji, 1980-;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2023",Orfeu Mini,Literatura Inglesa,087.5(5-10)
978-989-8879-90-5,Arrisca,"Os medos infantis são equacionados simbolicamente nesta narrativa. No processo educativo há um natural equilíbrio, nas experiências que a criança vivencia, entre o seguro e o que envolve risco. Aqui, à retração segue-se a experimentação, sempre com uma personagem que desafia, mas acompanha o iniciado. Trata-se de um álbum que ajuda a ler o mundo envolvente e a estimular a descoberta do outro e do seu espaço.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=563568&img=74431&res=100&thb=1&pag=1,"Rim, Sujean","Lisboa : Zero a Oito, 2023",Crescer a aprender,Literatura Americana,087.5(5-10)
978-989-50-0000-5,Rimas : textos populares,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=563700&img=70776&res=100&thb=1&pag=1,,,,,
978-972-21-3224-4,As casas das coisas,"A casa da luz elétrica será a escuridão? E a areia sem-abrigo terá casa? Os livros possuem segunda habitação, de férias? E uma casa feita de cabelo, existe? Quando é que a bruxa má perde a casa? E o vampiro, muda às vezes de morada? Haverá coisa ou pessoa que não precise de casa, casinha ou casarão? Casario não falta neste livro de prosas pequeninas que desafiam a pensar e onde a diversão e a poesia dão as mãos.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=564006&img=74859&res=100&thb=1&pag=1,"Mésseder, João Pedro, pseud.;Caiano, Rachel, 1977-, il.","Alfragide : Caminho, 2023",,Literatura Portuguesa,087.5(10-15)
978-989-9061-18-7,Eu quero um cão : (e pouco importa qual),"No chique Colégio das Três Coroas, toda a gente tem um cão, e Millie também quer um, pouco importa qual. Pode ser grande ou pequeno, de pelo comprido ou pelo curto, até pode ser ridículo como os cães das insuportáveis Lucette e Georgette. Porém, depois de finalmente concretizar o seu desejo, será Millie capaz de ultrapassar o facto de todos zombarem do seu companheiro de quatro patas? Poderá esta relação de afeto e cumplicidade sobreviver à pressão e opinião dos pares? O traço original e naïf de Kitty Crowther, com apontamentos de cor fluorescente, destaca-se nesta história sobre aparências e necessidade de aceitação, mas também sobre amizade e celebração da diferença.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=564033&img=74757&res=100&thb=1&pag=1,"Crowther, Kitty, 1970-;Martins, Isabel Minhós, 1974-, trad.;Clarke, Rosa Churcher, trad.","Carcavelos : Planeta Tangerina, 2023",,Literatura Belga,087.5(5-10)
978-972-23-7171-1,Do que precisas para não ter frio,"O novo livro infanto-juvenil de Neil Gaiman consiste num poema que nos chega com o objetivo de ajudar as pessoas refugiadas, que perderam as suas casas, a não sentir frio neste inverno. Ilustrado por 13 artistas diferentes.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=564754&img=74097&res=100&thb=1&pag=1,"Gaiman, Neil Richard MacKinnon, 1960-;Almeida, Catarina Ferreira de, 1977-, trad.","Barcarena : Presença, 2023",,Literatura Inglesa,087.5(5-10)
978-989-9061-19-4,O ponto em que estamos,"Um grito contra a poluição e o desperdício e um apelo à mudança a começar por nós. Frases concisas que encerram um enorme potencial de reflexão. Jogando na antítese hiperbólica, o leitor descobre o absurdo das situações que nos afetam em maior ou menor grau - o consumismo potenciado por discursos ambíguos. O desperdício poluente constitui um elemento focado com rigor. As metáforas são oportunas e muito sugestivas. A ilustração tem qualidade plástica apelativa. O paradoxo final - tudo em grande num ponto tão pequeno do Universo.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=566018&img=74333&res=100&thb=1&pag=1,"Martins, Isabel Minhós, 1974-;Carvalho, Bernardo Pego de, 1973-, il.","Carcavelos : Planeta Tangerina, 2023",,Educação Ambiental,087.5:502
978-989-9071-73-5,Herstory : uma história ilustrada das mulheres,"Quando eu era pequeno, as mãos do meu pai deram-me colo e brincaram comigo. Alimentaram e vestiram-me. Mostraram-me o mundo e ensinaram-me que cuidar é uma forma de amar. Hoje sou adulto. Sou eu quem ampara e acarinha o meu pai, quem se recorda de nós. As minhas mãos continuam a procurar as suas. As mãos do meu pai são mãos grandes. Um álbum tocante, dedicado a pais e filhos, e uma homenagem aos cuidados e ao amor.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=566022&img=74743&res=100&thb=1&pag=1,,,,,
978-989-749-173-3,Os migrantes,"Era um dia de aulas comum até a professora Alice anunciar que a escola ia receber dois migrantes. Toca para a saída! A Paula e o irmão saem a correr porta fora como de costume. Durante todo o dia aquelas crianças são invadidas por mirabolantes e inusitados pensamentos sobre o que serão os migrantes. Entre a curiosidade, o mistério, a incerteza, o medo, a inquietação e a aflição, estas duas crianças vivem aquele dia com desassossego e angústia. No dia seguinte, a Paula e o irmão regressam à escola, de mãos dadas, para enfrentar o desconhecido. O que irá acontecer?...[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=567776&img=74899&res=100&thb=1&pag=1,"Simonetti, Marcelo, 1966-;Girón, Maria, 1983-, il.;Ramos, Elisabete, 1976-, trad.","Matosinhos : Kalandraka, 2023",Livros para sonhar,Estórias sobre migrantes,087.5(5-10)
978-972-25-4584-6,Como é que os nossos amigos ficam nossos amigos? : teoria universal da amizade,"O subtítulo Teoria Universal da Amizade traduz o essencial deste ensaio destinado às crianças e jovens - uma reflexão sobre o modo como nos integramos na sociedade, como interagimos com os outros, as histórias de vida diferentes que cada um de nós transporta consigo, a amplitude do universo das nossas amizades. A vida como uma permanente descoberta constitui o eixo central desta obra estimulante. A ilustração é dinâmica e reforça com grande qualidade o texto, motivando o interesse do leitor.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=567934&img=74334&res=100&thb=1&pag=1,"Silva, Nuno Artur, 1962-;Fazenda, João, 1979-, il.","Lisboa : Bertrand, 2023",,Literatura Portuguesa,087.5(5-10)
978-989-8879-91-2,A fábrica das nuvens,"Esta obra apresenta elementos de evidente originalidade e um discurso não infantilizante. Recorrendo ao já velho jogo de identificar as figuras desenhadas pelas nuvens, as crianças alimentam a sua imaginação ao contemplarem o céu e descobrirem o que está para lá do imediato. As figuras adultas presentes - o artesão e o industrial - são contagiadas pela alegria dominante e recuam, salutarmente, aos tempos de uma inocência já perdida. A ilustração é sugestiva, cromaticamente rica, e articula-se em simbiose com o texto.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=568547&img=74332&res=100&thb=1&pag=1,"Ferreira, Catarina, 1995-;Peleja, Helder Teixeira, 1978-, il.","Lisboa : Zero a Oito, 2023",,Autores Locais,087.5(5-10)
978-989-623-938-1,Ventania,"A birra de Vasco transforma-se numa terrível ventania que varre a cidade. Momentos de reflexão levam-no a ver a beleza das coisas e a perceber que teria sido melhor pensar duas vezes. Este álbum apresenta-se como um objecto bem concebido, já que a ilustração dialoga permanentemente com o texto verbal e a própria capa e respetivas guardas dão uma unidade flagrante à narrativa, como um todo. O jovem leitor identifica-se facilmente com o protagonista e reconhece-se em múltiplas situações do conto. É um livro oCaim e Abel, dois irmãos gémeos, os seus nomes marcam as suas vidas. Assim batizados pela raiva do pai. Nomes que são presságio e arrependimento, atemorizando a mãe. Uma vida comum de desentendimento; com a doença e a proximidade da morte, a redenção. Dois rapazes, crescem e sofrem, distanciam-se, amam. O amor ganha-se e perde-se, confrontando-se cada um com o seu caminho. Conflito. Quem ama quem? Quem cala o amor? Quem se encontra? Quem se apaga? Quando se silencia, se foge, se esconde, se deseja, se perde o norte, tudo fica assente em dor e violência muda. Uma mãe que abandona o filho na rua, desligando-se por momentos; uma criança que se eclipsa. Um acaso. nde todos os pormenores são cuidados e a fruição estética é uma realidade.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=568742&img=72766&res=100&thb=1&pag=1,"Greig, Louise, 1962-;Sardà, Júlia, il.;Ferreira, Susana Cardoso, 1972-, trad.","Lisboa : Fábula, 2023",,Estórias sobre sentimentos,087.5(5-10)
978-972-556-826-2,Leva-me ao teu líder,"Como é que um extraterrestre poderá entender a democracia em que vivemos em muitos lugares do planeta Terra? Essa tarefa cabe ao narrador que, ao longo das páginas, lhe demonstra a importância de as pessoas terem voz na resolução dos problemas da sociedade.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=568748&img=74273&res=100&thb=1&pag=1,"Cruz, Afonso, 1971-;Rio, Mariana, 1986-, il.","Lisboa : Assembleia da RepúblicA, 2023",Missão : Democracia. Democracia ; 3,Literatura Portuguesa,087.5(5-10)
978-989-787-484-0,Cheio de sono e bem acordado,"[Resumo da responsabilidade do Plano Nacional de Leitura 2027]Com uma estrutura próxima da lengalenga tradicional, a autora pretende divertir a criança antes de o sono chegar. Nota-se uma certa originalidade; preenche o espaço importante pelas marcas afectivas de proximidade com o adulto. O elemento rítmico é nuclear. Como objecto, este livro de capa e folhas cartonadas, cria uma certa apetência para estar junto da cama.",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=569265&img=72932&res=100&thb=1&pag=1,"Strasser, Susanne, 1976-;Xavier, Lara, 1971-, trad.","Lisboa : Nuvem de Letras, 2024",,,087.5(0-5)
978-972-36-0851-9,"Hipólito, o filantropo",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=569584&img=72998&res=100&thb=1&pag=1,,,,,
978-989-749-175-7,Debaixo da mesma lua,"Em cima de um banco rasteiro, de braços pacientemente pousados no parapeito da grande janela, o pequeno Han está à espera. Ao fundo da paisagem, entre o azul do céu e o verde do jardim, aparece um leão que caminha até à casa do Han, com uma pata ferida. O pequeno grita Está a chegar, está a chegar!, socorre-o com todo o cuidado e conforta-o. O leão agradece e segue o seu caminho. Han faz o mesmo e volta para cima do rasteiro banco. De bracinhos sob o parapeito Han continua à espera. Ao fundo, lá fora, surge um elefante de olhos tristes e presa partida. Está a chegar, está a chegar! e com diligência cuida e conforta-o. O elefante agradece e segue o seu caminho. O tempo passa e, debaixo da mesma lua, a esperança aguarda vigilante sob o parapeito até que chega uma noite que conhece as palavras: Mãe, está alguém a chegar.. Han é a força da crença de que algo bom vai acontecer.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=569865&img=73060&res=100&thb=1&pag=1,"Liao, Jimmy, 1958-;Noronha, Ana M., trad.;Ignomeriello, Domenica, trad.","Matosinhos : Kalandraka, 2023",,Literatura Chinesa,087.5(5-10)
978-989-53618-9-2,Sobe,"Furacim sai do seu castelo, pela manhã, à procura de aventura. Pelo caminho, vai conhecendo pessoas interessantes, que se juntam à viagem, porque “onde cabe um, cabem dois”... A história – também viagem –avança com humor por geométricas paisagens, de cores primárias, preto e branco, num convite à descoberta de diferentes ritmos, sonoridades e à cumplicidade entre quem lê e quem ouve ler, desafiando a que “quem quiser conte outra vez!”.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=569988&img=75147&res=100&thb=1&pag=1,"Pittman, Nuppita;Barata, Joana, 1989-, trad.","[S.l.] : UPA, 2023",,,087.5(0-5)
978-972-21-3238-1,Esta história,"""Esta história"" é um convite ao leitor exigente. Entre argumentos insistentemente questionados, a história avança num diálogo marcado pela intermitência exuberante das ilustrações. Atravessando as geografias fantasiosas do imaginário, quem lê experimenta vibrar, criar e decidir se afinal quer ler ""Esta história"".[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=570111&img=74780&res=100&thb=1&pag=1,"Machado, David, 1978-;Fazenda, João, 1979-, il.","Alfragide : Caminho, 2023",,Literatura Portuguesa,087.5(5-10)
978-972-556-819-4,A melhor amiga da menina República,"O nascimento da República, os contributos decisivos para a sua consolidação e desenvolvimento, a estreita ligação com a democracia são os aspetos mais relevantes e pertinentes desta obra. A ilustração tem grande qualidade.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=570852&img=74152&res=100&thb=1&pag=1,"Zambujal, Isabel, 1965-;Carvalho, Bernardo Pego de, 1973-, il.","Lisboa : Assembleia da República, 2023",Missão : Democracia. República ; 1,Literatura Portuguesa,087.5(5-10)
